district;neighborhood;room;living room;area (m2);age;floor;price
 Şişli ; Merkez Mah.;2;1;80;40;2;400
 Esenyurt ; Necip Fazıl Kısakürek Mah.;2;1;105;12;1;170
 Eyüpsultan ; Çırçır Mah.;2;1;95;10;4;255
 Beyoğlu ; Pürtelaş Hasan Efendi Mah.;1;1;55;50;0;300
 Sarıyer ; İstinye Mah.;3;1;118;25;3;430
 Küçükçekmece ; Halkalı Merkez Mah.;4;1;180;10;4;350
 Fatih ; Cerrahpaşa Mah.;2;1;80;38;-1;150
 Şişli ; İnönü Mah.;1;1;75;35;2;250
 Şişli ; Meşrutiyet Mah.;1;1;85;7;2;34999
 Beşiktaş ; Nisbetiye Mah.;4;1;220;35;7;800
 Ümraniye ; Parseller Mah.;2;1;95;14;1;220
 Pendik ; Kaynarca Mah.;3;1;137;8;2;510
 Kağıthane ; Ortabayır Mah.;2;1;90;30;2;250
 Beşiktaş ; Nisbetiye Mah.;5;1;355;2;21;4000
 Küçükçekmece ; Gültepe Mah.;3;1;120;9;3;310
 Avcılar ; Cihangir Mah.;3;1;115;12;2;225
 Kağıthane ; Seyrantepe Mah.;1;1;70;5;0;182
 Zeytinburnu ; Veliefendi Mah.;1;1;75;26;5;150
 Bahçelievler ; Siyavuşpaşa Mah.;3;1;115;38;4;150
 Beşiktaş ; Arnavutköy Mah.;2;1;130;35;2;700
 Esenyurt ; Mevlana Mah.;2;1;95;2;4;180
 Kağıthane ; Seyrantepe Mah.;2;1;100;30;5;210
 Beşiktaş ; Dikilitaş Mah.;3;1;135;24;3;520
 Kadıköy ; Bostancı Mah.;4;1;180;16;12;950
 Bahçelievler ; Siyavuşpaşa Mah.;3;1;135;8;3;420
 Küçükçekmece ; Fevzi Çakmak Mah.;2;1;100;0;1;255
 Sarıyer ; Maslak Mah.;4;1;255;15;21;1190
 Beyoğlu ; Halıcıoğlu Mah.;2;1;100;29;4;260
 Sarıyer ; Huzur Mah.;3;1;165;2;2;900
 Şişli ; Gülbahar Mah.;2;1;95;30;5;260
 Tuzla ; İstasyon Mah.;3;1;130;25;1;250
 Bayrampaşa ; Altıntepsi Mah.;2;1;75;25;3;150
 Beylikdüzü ; Adnan Kahveci Mah.;3;1;185;3;3;250
 Kartal ; Gümüşpınar Mah.;3;1;110;35;14;195
 Maltepe ; Feyzullah Mah.;3;2;240;28;3;750
 Fatih ; Silivrikapı Mah.;2;1;70;40;1;140
 Kadıköy ; Feneryolu Mah.;3;1;140;35;7;350
 Fatih ; Haseki Sultan Mah.;2;1;85;35;4;200
 Fatih ; Şehremini Mah.;2;1;110;35;2;280
 Kağıthane ; Hamidiye Mah.;1;0;45;3;4;320
 Fatih ; Ali Kuşçu Mah.;1;1;70;35;2;150
 Sarıyer ; Zekeriyaköy Mah.;1;1;60;7;2;400
 Arnavutköy ; Boğazköy İstiklal Mah.;2;1;100;6;3;160
 Beykoz ; Kavacık Mah.;3;1;120;20;6;400
 Küçükçekmece ; Atakent Mah.;3;1;130;20;3;550
 Beylikdüzü ; Barış Mah.;3;1;160;20;4;300
 Kağıthane ; Çeliktepe Mah.;2;1;75;4;2;350
 Sarıyer ; Darüşşafaka Mah.;5;1;180;26;4;670
 Kadıköy ; Merdivenköy Mah.;2;1;95;45;3;290
 Beyoğlu ; Yenişehir Mah.;1;1;70;30;3;130
 Bahçelievler ; Bahçelievler Mah.;3;1;140;30;4;350
 Üsküdar ; Çengelköy Mah.;2;1;85;25;0;400
 Bahçelievler ; Kocasinan Merkez Mah.;2;1;90;0;0;350
 Beyoğlu ; Firuzağa Mah.;3;1;110;30;1;500
 Küçükçekmece ; Cennet Mah.;3;1;130;28;4;165
 Bakırköy ; Yeşilyurt Mah.;3;1;140;32;1;850
 Esenyurt ; Pınar Mah.;2;1;90;0;0;100
 Arnavutköy ; Arnavutköy Merkez Mah.;2;1;85;10;4;235
 Küçükçekmece ; Atakent Mah.;3;1;126;16;2;500
 Fatih ; Seyyid Ömer Mah.;2;1;75;42;-1;125
 Üsküdar ; Çengelköy Mah.;2;1;180;33;4;1200
 Esenyurt ; Koza Mah.;1;1;60;7;10;150
 Şişli ; Cumhuriyet Mah.;1;1;70;30;1;180
 Maltepe ; Yalı Mah.;3;1;110;35;10;320
 Zeytinburnu ; Merkezefendi Mah.;2;1;95;8;14;395
 Üsküdar ; Selami Ali Mah.;1;1;65;31;1;150
 Kağıthane ; Gürsel Mah.;2;1;135;25;0;220
 Bahçelievler ; Zafer Mah.;3;1;121;10;-3;250
 Bahçelievler ; Şirinevler Mah.;5;1;150;30;-1;70
 Şişli ; Eskişehir Mah.;2;1;90;45;3;270
 Gaziosmanpaşa ; Kazım Karabekir Mah.;2;1;135;25;3;140
 Bahçelievler ; Şirinevler Mah.;4;2;175;0;4;450
 Kadıköy ; Fenerbahçe Mah.;3;1;156;30;2;570
 Bahçelievler ; Bahçelievler Mah.;2;1;85;0;0;380
 Şişli ; Fulya Mah.;1;1;65;7;0;300
 Fatih ; Seyyid Ömer Mah.;1;1;50;38;1;150
 Ataşehir ; Barbaros Mah.;1;1;64;14;21;340
 Şişli ; Fulya Mah.;3;1;145;40;3;400
 Bakırköy ; Şenlikköy Mah.;6;2;400;20;4;1500
 Kağıthane ; Sultan Selim Mah.;2;1;75;19;3;22999
 Beyoğlu ; Kılıçali Paşa Mah.;2;1;75;45;2;370
 Sarıyer ; Tarabya Mah.;1;1;70;30;0;160
 Avcılar ; Merkez Mah.;3;1;100;0;4;320
 Fatih ; Koca Mustafapaşa Mah.;1;1;65;33;3;100
 Bakırköy ; Zuhuratbaba Mah.;2;1;85;45;2;250
 Küçükçekmece ; Kemalpaşa Mah.;3;1;120;31;2;240
 Üsküdar ; Selami Ali Mah.;2;1;80;30;1;280
 Bağcılar ; Mahmutbey Mah.;2;1;110;23;1;155
 Küçükçekmece ; Gültepe Mah.;2;1;70;8;2;2075
 Kağıthane ; Harmantepe Mah.;1;1;75;28;0;170
 Üsküdar ; Selami Ali Mah.;2;1;85;31;0;200
 Kadıköy ; Sahrayı Cedit Mah.;2;1;85;4;3;520
 Pendik ; Yayalar Mah.;3;1;158;5;8;385
 Küçükçekmece ; Kemalpaşa Mah.;2;1;75;26;0;135
 Şişli ; Mecidiyeköy Mah.;2;1;85;24;8;220
 Avcılar ; Yeşilkent Mah.;3;1;130;15;0;100
 Küçükçekmece ; Cumhuriyet Mah.;3;1;140;20;5;230
 Sarıyer ; Ferahevler Mah.;1;1;70;21;5;600
 Bakırköy ; Kartaltepe Mah.;3;1;120;31;3;350
 Sultanbeyli ; Adil Mah.;5;1;175;5;5;295
 Küçükçekmece ; Atakent Mah.;3;1;132;16;12;360
 Sarıyer ; Maslak Mah.;4;2;340;14;15;1300
 Şişli ; Mecidiyeköy Mah.;1;1;55;1;0;200
 Eyüpsultan ; Merkez Mah.;2;1;65;5;1;205
 Adalar ; Nizam Mah.;2;1;85;30;1;430
 Beyoğlu ; Ömer Avni Mah.;1;1;60;31;-1;250
 Küçükçekmece ; Gültepe Mah.;2;1;95;25;1;200
 Pendik ; Esenler Mah.;4;2;200;11;3;300
 Küçükçekmece ; Cennet Mah.;2;1;90;31;0;155
 Bahçelievler ; Zafer Mah.;2;1;90;21;2;180
 Küçükçekmece ; Cennet Mah.;2;1;90;32;5;180
 Beşiktaş ; Yıldız Mah.;2;1;90;30;4;250
 Silivri ; Selimpaşa Mah.;2;1;100;29;-3;145
 Gaziosmanpaşa ; Karlıtepe Mah.;2;1;100;11;3;240
 Zeytinburnu ; Seyitnizam Mah.;2;1;95;27;3;300
 Üsküdar ; Murat Reis Mah.;2;1;115;42;1;250
 Avcılar ; Denizköşkler Mah.;2;1;75;25;1;140
 Kadıköy ; Erenköy Mah.;3;1;120;5;3;700
 Sarıyer ; Tarabya Mah.;1;1;90;25;2;450
 Beyoğlu ; Çatma Mescit Mah.;4;2;270;31;5;1000
 Şişli ; Merkez Mah.;2;1;80;25;3;330
 Şişli ; Mecidiyeköy Mah.;2;1;85;30;1;300
 Avcılar ; Denizköşkler Mah.;2;1;85;30;1;130
 Üsküdar ; Bulgurlu Mah.;2;1;95;17;3;230
 Beyoğlu ; Hacımimi Mah.;2;1;120;1;0;1000
 Şişli ; Bozkurt Mah.;2;1;75;50;0;260
 Şişli ; Halide Edip Adıvar Mah.;2;1;90;25;1;220
 Beşiktaş ; Muradiye Mah.;2;1;80;45;1;350
 Üsküdar ; Zeynep Kamil Mah.;2;1;85;35;4;210
 Şişli ; Merkez Mah.;2;1;150;40;1;410
 Eyüpsultan ; Mimar Sinan Mah.;1;1;91;1;1;500
 Beykoz ; Soğuksu Mah.;3;1;185;15;3;690
 Maltepe ; Fındıklı Mah.;2;1;100;13;3;300
 Zeytinburnu ; Telsiz Mah.;2;1;75;15;1;180
 Küçükçekmece ; Atakent Mah.;2;1;75;25;4;230
 Kağıthane ; Ortabayır Mah.;2;1;80;1;0;225
 Kadıköy ; Dumlupınar Mah.;2;1;95;1;4;425
 Beykoz ; İncirköy Mah.;3;1;110;10;2;250
 Şişli ; Mecidiyeköy Mah.;2;1;80;30;8;190
 Güngören ; Haznedar Mah.;2;1;110;50;4;250
 Üsküdar ; İcadiye Mah.;3;1;130;40;3;320
 Silivri ; Yeni Mah.;3;1;140;0;3;350
 Eyüpsultan ; Göktürk Merkez Mah.;1;1;90;15;0;380
 Beşiktaş ; Mecidiye Mah.;3;1;120;31;1;510
 Beykoz ; Acarlar Mah.;6;2;650;5;0;6500
 Kağıthane ; Seyrantepe Mah.;1;1;60;6;4;200
 Maltepe ; Küçükyalı Mah.;3;1;125;8;2;620
 Maltepe ; Feyzullah Mah.;3;1;160;27;6;420
 Esenyurt ; Güzelyurt Mah.;1;1;60;7;8;180
 Esenyurt ; Cumhuriyet Mah.;3;1;144;8;8;320
 Şişli ; Teşvikiye Mah.;3;1;250;30;3;1500
 Çekmeköy ; Nişantepe Mah.;2;1;108;15;5;365
 Sarıyer ; Huzur Mah.;2;1;90;2;7;725
 Eyüpsultan ; İslambey Mah.;2;1;85;23;-1;135
 Kağıthane ; Gültepe Mah.;2;1;85;26;2;170
 Bayrampaşa ; Altıntepsi Mah.;2;1;95;15;1;200
 Bahçelievler ; Bahçelievler Mah.;3;1;120;0;1;500
 Bahçelievler ; Siyavuşpaşa Mah.;3;1;120;25;1;400
 Kağıthane ; Ortabayır Mah.;2;1;110;25;4;260
 Bahçelievler ; Siyavuşpaşa Mah.;1;1;75;24;5;150
 Tuzla ; İstasyon Mah.;3;1;115;1;4;350
 Beyoğlu ; Cihangir Mah.;2;1;100;45;2;500
 Şişli ; Mecidiyeköy Mah.;2;1;75;30;1;255
 Maltepe ; Zümrütevler Mah.;1;1;65;0;1;280
 Şişli ; Gülbahar Mah.;2;1;70;30;5;250
 Üsküdar ; Salacak Mah.;2;1;75;31;4;250
 Bahçelievler ; Hürriyet Mah.;5;2;180;30;5;300
 Kadıköy ; Fikirtepe Mah.;1;1;60;6;4;330
 Şişli ; Gülbahar Mah.;1;1;65;30;-1;130
 Şişli ; Yayla Mah.;2;0;110;40;0;180
 Bağcılar ;15 Temmuz Mah.;1;1;81;8;21;260
 Küçükçekmece ; Fevzi Çakmak Mah.;2;1;85;0;2;255
 Beşiktaş ; Levazım Mah.;3;1;217;12;7;3400
 Şişli ; Duatepe Mah.;2;1;65;35;3;220
 Beyoğlu ; Kuloğlu Mah.;1;1;95;30;0;375
 Fatih ; Koca Mustafapaşa Mah.;2;1;80;30;3;185
 Küçükçekmece ; Tevfik Bey Mah.;2;1;100;35;5;150
 Maltepe ; Yalı Mah.;3;1;160;30;5;400
 Sarıyer ; Cumhuriyet Mah.;2;1;110;30;2;250
 Beşiktaş ; Levent Mah.;2;1;85;1;2;400
 Sarıyer ; Maslak Mah.;4;1;239;7;13;1150
 Fatih ; Aksaray Mah.;1;1;70;28;1;280
 Kağıthane ; Gürsel Mah.;2;1;130;16;1;250
 Küçükçekmece ; Cumhuriyet Mah.;2;1;75;6;0;160
 Beşiktaş ; Muradiye Mah.;1;0;30;30;0;170
 Beşiktaş ; Etiler Mah.;2;1;115;40;4;500
 Fatih ; Molla Gürani Mah.;2;1;120;45;3;300
 Büyükçekmece ; Kumburgaz Mah.;1;1;55;25;3;180
 Büyükçekmece ; Fatih Mah.;4;1;185;22;0;370
 Üsküdar ; Valide-i Atik Mah.;3;1;120;22;0;230
 Küçükçekmece ; İstasyon Mah.;2;1;84;6;0;200
 Şişli ; Fulya Mah.;2;1;80;26;2;240
 Bakırköy ; Cevizlik Mah.;2;1;80;31;4;230
 Sarıyer ; Maslak Mah.;4;1;260;4;16;1100
 Beşiktaş ; Akat Mah.;3;1;135;33;2;650
 Kağıthane ; Yeşilce Mah.;3;1;100;29;1;180
 Bakırköy ; Kartaltepe Mah.;2;1;90;40;1;350
 Maltepe ; Başıbüyük Mah.;2;0;77;11;21;280
 Tuzla ; Aydıntepe Mah.;1;1;80;6;1;220
 Avcılar ; Ambarlı Mah.;4;2;240;29;4;320
 Üsküdar ; Mimar Sinan Mah.;2;1;80;30;5;220
 Üsküdar ; Selami Ali Mah.;3;1;110;35;5;250
 Üsküdar ; İcadiye Mah.;5;1;180;25;5;650
 Fatih ; İskenderpaşa Mah.;2;1;85;33;3;250
 Bağcılar ;15 Temmuz Mah.;3;1;120;10;3;240
 Fatih ; Silivrikapı Mah.;2;1;65;40;2;170
 Maltepe ; Bağlarbaşı Mah.;4;1;200;28;14;500
 Sarıyer ; Huzur Mah.;1;1;65;4;15;450
 Beylikdüzü ; Sahil Mah.;2;1;85;5;2;170
 Beyoğlu ; Keçeci Piri Mah.;2;1;110;31;5;165
 Bahçelievler ; Zafer Mah.;2;1;95;23;2;180
 Maltepe ; Fındıklı Mah.;2;1;90;8;4;210
 Fatih ; Seyyid Ömer Mah.;2;2;75;15;0;170
 Şişli ; İzzet Paşa Mah.;3;1;140;39;3;300
 Şişli ; Halide Edip Adıvar Mah.;2;1;80;40;4;200
 Avcılar ; Cihangir Mah.;1;1;55;10;0;150
 Beyoğlu ; Ömer Avni Mah.;1;1;70;50;-1;225
 Beyoğlu ; Kamer Hatun Mah.;2;1;80;35;3;250
 Büyükçekmece ; Mimaroba Mah.;2;1;73;0;2;250
 Kağıthane ; Telsizler Mah.;1;1;65;30;4;200
 Bahçelievler ; Şirinevler Mah.;2;1;100;15;4;260
 Şişli ; Merkez Mah.;2;1;85;25;3;330
 Sarıyer ; Maslak Mah.;1;0;55;8;6;450
 Kartal ; Orhantepe Mah.;2;1;150;14;-1;350
 Sarıyer ; Maden Mah.;4;1;350;15;5;1000
 Şişli ; Merkez Mah.;1;1;80;60;1;250
 Sancaktepe ; Safa Mah.;2;1;115;10;2;250
 Arnavutköy ; Anadolu Mah.;2;1;80;3;0;120
 Şişli ; Mecidiyeköy Mah.;1;1;35;20;7;120
 Avcılar ; Mustafa Kemal Paşa Mah.;2;1;100;25;1;150
 Beyoğlu ; Cihangir Mah.;2;1;90;20;2;300
 Fatih ; Sümbül Efendi Mah.;3;1;120;45;4;230
 Adalar ; Nizam Mah.;1;1;65;9;0;280
 Üsküdar ; Valide-i Atik Mah.;2;1;85;30;0;200
 Sarıyer ; Tarabya Mah.;2;1;125;34;2;490
 Şişli ; Meşrutiyet Mah.;2;1;100;30;4;360
 Beşiktaş ; Mecidiye Mah.;2;1;80;35;4;260
 Bahçelievler ; Zafer Mah.;3;1;110;25;2;220
 Beyoğlu ; Gümüşsuyu Mah.;4;1;170;40;0;600
 Beşiktaş ; Ortaköy Mah.;2;1;85;38;2;320
 Bahçelievler ; Hürriyet Mah.;2;1;90;33;2;180
 Beylikdüzü ; Gürpınar Mah.;2;1;110;6;5;180
 Kadıköy ; Göztepe Mah.;2;1;100;30;0;400
 Fatih ; Ayvansaray Mah.;1;0;30;0;1;150
 Üsküdar ; Cumhuriyet Mah.;2;1;70;16;0;190
 Beykoz ; Acarlar Mah.;6;2;650;11;0;4350
 Maltepe ; Aydınevler Mah.;2;1;95;8;2;365
 Kağıthane ; Şirintepe Mah.;2;1;77;4;2;260
 Kadıköy ; Erenköy Mah.;3;1;169;32;10;680
 Esenyurt ; Yeşilkent Mah.;2;1;85;9;7;180
 Sultanbeyli ; Hasanpaşa Mah.;2;1;125;9;5;300
 Şişli ; Teşvikiye Mah.;3;1;160;30;2;650
 Başakşehir ; Kayabaşı Mah.;2;1;70;0;5;360
 Maltepe ; Zümrütevler Mah.;4;2;200;7;3;300
 Beşiktaş ; Nisbetiye Mah.;3;1;242;0;18;2650
 Sarıyer ; Maslak Mah.;3;1;170;14;17;850
 Zeytinburnu ; Sümer Mah.;2;1;80;30;1;200
 Kağıthane ; Hürriyet Mah.;2;1;110;25;2;250
 Beşiktaş ; Mecidiye Mah.;3;1;130;35;2;400
 Kadıköy ; Rasimpaşa Mah.;1;1;65;40;1;275
 Beşiktaş ; Abbasağa Mah.;1;1;80;45;2;200
 Beşiktaş ; Arnavutköy Mah.;1;1;75;40;0;330
 Beyoğlu ; Kalyoncu Kulluğu Mah.;1;0;17;4;0;179
 Şişli ; Fulya Mah.;2;2;140;22;1;360
 Kağıthane ; Ortabayır Mah.;2;1;85;25;5;200
 Kağıthane ; Gültepe Mah.;2;1;100;25;0;180
 Beşiktaş ; Abbasağa Mah.;2;1;90;30;1;270
 Kartal ; Hürriyet Mah.;2;1;100;5;1;180
 Bahçelievler ; Siyavuşpaşa Mah.;1;1;75;24;5;150
 Kadıköy ; Caddebostan Mah.;3;1;150;30;3;610
 Şişli ; Paşa Mah.;2;1;100;35;4;250
 Beşiktaş ; Abbasağa Mah.;1;1;50;35;0;235
 Sarıyer ; Tarabya Mah.;3;1;130;31;0;350
 Beyoğlu ; Katip Mustafa Çelebi Mah.;1;0;55;30;4;300
 Esenyurt ; Mehterçeşme Mah.;2;1;110;10;5;100
 Kağıthane ; Şirintepe Mah.;2;1;100;25;2;175
 Bahçelievler ; Bahçelievler Mah.;3;1;120;0;3;580
 Silivri ; Yeni Mah.;2;1;89;2;2;195
 Şişli ; Mecidiyeköy Mah.;1;1;60;4;1;400
 Kadıköy ; Merdivenköy Mah.;2;1;90;0;1;500
 Bakırköy ; Şenlikköy Mah.;3;1;170;0;0;700
 Bahçelievler ; Zafer Mah.;2;1;110;15;3;230
 Fatih ; İskenderpaşa Mah.;4;1;140;45;1;400
 Kadıköy ; Kozyatağı Mah.;3;1;125;33;1;500
 Şişli ; Mecidiyeköy Mah.;2;1;75;10;-1;240
 Bahçelievler ; Siyavuşpaşa Mah.;3;1;115;38;4;150
 Bahçelievler ; Soğanlı Mah.;2;1;90;26;3;140
 Sarıyer ; Tarabya Mah.;3;1;150;25;3;500
 Bayrampaşa ; Orta Mah.;2;1;88;25;3;200
 Beyoğlu ; Şehit Muhtar Mah.;1;1;45;75;1;175
 Şişli ; Ergenekon Mah.;3;1;110;30;3;230
 Beşiktaş ; Dikilitaş Mah.;3;1;110;28;0;350
 Küçükçekmece ; Tevfik Bey Mah.;2;1;100;35;5;160
 Beşiktaş ; Abbasağa Mah.;2;1;80;50;4;400
 Şişli ; Eskişehir Mah.;1;1;60;15;5;200
 Kağıthane ; Şirintepe Mah.;2;1;92;28;2;150
 Beylikdüzü ; Barış Mah.;3;1;145;25;11;260
 Ümraniye ; Çamlık Mah.;2;1;100;25;5;250
 Üsküdar ; Valide-i Atik Mah.;2;1;80;34;2;230
 Beyoğlu ; Tomtom Mah.;1;1;75;33;1;550
 Beşiktaş ; Nisbetiye Mah.;3;1;240;0;21;2200
 Tuzla ; İstasyon Mah.;2;1;100;25;1;200
 Beşiktaş ; Levazım Mah.;2;1;179;4;10;2400
 Üsküdar ; Aziz Mahmut Hüdayi Mah.;2;1;90;35;1;330
 Kağıthane ; Gürsel Mah.;2;1;135;30;1;260
 Çekmeköy ; Sultançiftliği Mah.;2;1;110;5;6;300
 Çekmeköy ; Cumhuriyet Mah.;1;1;60;5;0;12999
 Beyoğlu ; Çatma Mescit Mah.;2;1;100;30;2;285
 Sarıyer ; Kireçburnu Mah.;1;1;60;25;0;180
 Kağıthane ; Sultan Selim Mah.;2;1;102;28;0;160
 Küçükçekmece ; Yeni Mahalle Mah.;2;1;85;8;1;230
 Kağıthane ; Ortabayır Mah.;3;1;125;25;3;200
 Şişli ; Paşa Mah.;2;1;80;7;0;220
 Eyüpsultan ; Akşemsettin Mah.;3;1;120;20;1;150
 Üsküdar ; Mimar Sinan Mah.;2;1;80;15;2;300
 Beşiktaş ; Dikilitaş Mah.;2;1;85;2;4;750
 Küçükçekmece ; İstasyon Mah.;2;1;90;3;8;235
 Bahçelievler ; Şirinevler Mah.;2;1;105;8;2;275
 Üsküdar ; Ahmediye Mah.;2;1;55;50;1;200
 Kadıköy ; Bostancı Mah.;3;1;135;27;4;500
 Fatih ; Silivrikapı Mah.;2;1;75;35;3;160
 Fatih ; Katip Kasım Mah.;2;1;90;35;-1;130
 Beyoğlu ; Çatma Mescit Mah.;2;1;120;60;1;385
 Maltepe ; Altıntepe Mah.;6;2;240;25;4;490
 Kağıthane ; Çeliktepe Mah.;2;1;150;35;4;300
 Sarıyer ; Ayazağa Mah.;1;1;85;8;12;550
 Bahçelievler ; Soğanlı Mah.;1;1;70;17;5;140
 Fatih ; Haseki Sultan Mah.;1;1;60;39;1;200
 Beyoğlu ; Cihangir Mah.;1;1;75;60;2;400
 Beylikdüzü ; Adnan Kahveci Mah.;3;1;165;15;6;230
 Silivri ; Piri Mehmet Paşa Mah.;2;1;100;8;-1;180
 Şişli ; Harbiye Mah.;1;1;40;40;0;125
 Kadıköy ; Caferağa Mah.;1;1;50;50;3;350
 Beşiktaş ; Dikilitaş Mah.;2;1;85;0;1;520
 Küçükçekmece ; Yeşilova Mah.;2;1;115;24;5;180
 Esenyurt ; Ardıçlı Mah.;3;1;140;6;1;150
 Fatih ; Seyyid Ömer Mah.;3;1;125;45;4;240
 Gaziosmanpaşa ; Bağlarbaşı Mah.;3;1;150;14;3;300
 Kadıköy ; Merdivenköy Mah.;3;1;145;31;2;350
 Ataşehir ; Esatpaşa Mah.;1;1;60;30;0;125
 Kağıthane ; Harmantepe Mah.;3;1;120;25;1;225
 Kağıthane ; Hamidiye Mah.;2;1;110;2;3;700
 Beyoğlu ; Kulaksız Mah.;2;1;85;25;4;205
 Ataşehir ; İçerenköy Mah.;1;0;45;4;1;200
 Fatih ; Seyyid Ömer Mah.;1;1;75;45;1;155
 Şişli ; Merkez Mah.;2;1;120;40;1;320
 Beykoz ; Soğuksu Mah.;3;1;150;20;5;375
 Sarıyer ; Zekeriyaköy Mah.;3;1;155;21;3;600
 Maltepe ; Girne Mah.;1;1;60;0;1;270
 Şişli ; İnönü Mah.;2;1;75;8;3;270
 Fatih ; Seyyid Ömer Mah.;2;1;85;42;3;200
 Beyoğlu ; Kalyoncu Kulluğu Mah.;2;1;112;25;3;220
 Beşiktaş ; Bebek Mah.;1;1;55;31;0;450
 Avcılar ; Denizköşkler Mah.;2;1;125;35;5;140
 Şişli ; İnönü Mah.;1;1;68;27;0;330
 Şişli ; Feriköy Mah.;1;1;80;30;2;250
 Bakırköy ; Yeşilköy Mah.;4;1;270;13;1;1750
 Üsküdar ; Zeynep Kamil Mah.;2;1;90;30;4;210
 Kağıthane ; Hamidiye Mah.;3;1;176;10;6;1150
 Kağıthane ; Seyrantepe Mah.;1;1;76;6;16;450
 Şişli ; Gülbahar Mah.;2;1;85;30;-1;140
 Bahçelievler ; Fevzi Çakmak Mah.;2;1;89;32;4;170
 Çekmeköy ; Mimar Sinan Mah.;4;1;200;16;1;840
 Büyükçekmece ; Ekinoba Mah.;2;1;150;27;7;250
 Sarıyer ; Huzur Mah.;3;1;130;3;7;800
 Beyoğlu ; Cihangir Mah.;1;1;60;20;-1;190
 Şişli ; Mecidiyeköy Mah.;1;1;117;15;11;1000
 Sarıyer ; Maslak Mah.;1;1;82;10;18;600
 Kağıthane ; Yeşilce Mah.;3;1;120;25;1;260
 Beylikdüzü ; Gürpınar Mah.;3;1;180;5;4;400
 Kadıköy ; Bostancı Mah.;2;1;90;21;3;400
 Kartal ; Esentepe Mah.;2;1;90;0;5;280
 Sarıyer ; Maslak Mah.;3;1;165;2;6;895
 Beşiktaş ; Nisbetiye Mah.;3;1;242;0;18;2650
 Maltepe ; Feyzullah Mah.;2;1;90;24;0;250
 Esenyurt ; Cumhuriyet Mah.;1;1;90;5;10;250
 Şişli ; Halide Edip Adıvar Mah.;2;1;90;10;1;120
 Beşiktaş ; Etiler Mah.;2;1;210;16;5;2400
 Kağıthane ; Hürriyet Mah.;2;1;75;8;1;170
 Adalar ; Maden Mah.;3;1;170;32;1;3000
 Beykoz ; Kavacık Mah.;4;1;150;16;0;60
 Beşiktaş ; Türkali Mah.;1;1;70;31;4;300
 Şişli ; Meşrutiyet Mah.;2;1;90;45;1;280
 Beykoz ; Acarlar Mah.;4;1;450;11;0;1600
 Üsküdar ; Ünalan Mah.;3;1;110;30;1;200
 Şişli ; Bozkurt Mah.;3;1;110;45;4;280
 Şişli ; Paşa Mah.;2;1;90;35;2;250
 Şişli ; Mecidiyeköy Mah.;1;1;60;7;1;200
 Kağıthane ; Ortabayır Mah.;1;1;65;23;1;200
 Bahçelievler ; Kocasinan Merkez Mah.;1;1;70;7;1;180
 Bahçelievler ; Siyavuşpaşa Mah.;2;1;85;0;4;390
 Kadıköy ; Merdivenköy Mah.;3;1;135;37;4;380
 Bahçelievler ; Hürriyet Mah.;2;1;80;24;0;150
 Küçükçekmece ; Tevfik Bey Mah.;1;1;48;7;3;190
 Kadıköy ; Acıbadem Mah.;3;1;120;35;0;250
 Şişli ; Merkez Mah.;3;1;90;30;-1;290
 Esenyurt ; Cumhuriyet Mah.;3;1;180;15;1;350
 Esenler ; Fatih Mah.;2;1;106;15;-1;140
 Bahçelievler ; Bahçelievler Mah.;2;1;75;1;0;335
 Büyükçekmece ; Atatürk Mah.;2;1;110;20;3;250
 Sancaktepe ; İnönü Mah.;2;1;100;15;1;160
 Bayrampaşa ; Muratpaşa Mah.;2;0;70;31;2;170
 Kağıthane ; Çeliktepe Mah.;2;1;100;12;3;250
 Küçükçekmece ; İstasyon Mah.;2;1;188;25;1;220
 Bağcılar ; Yenimahalle Mah.;4;1;160;30;5;200
 Kadıköy ; Fenerbahçe Mah.;3;1;115;0;3;1100
 Kadıköy ; Caferağa Mah.;3;1;175;50;1;800
 Şişli ; Mecidiyeköy Mah.;3;1;130;26;4;300
 Beylikdüzü ; Adnan Kahveci Mah.;3;1;150;21;8;300
 Güngören ; Tozkoparan Mah.;3;1;130;29;2;420
 Maltepe ; Altıntepe Mah.;2;1;100;15;0;310
 Eyüpsultan ; Göktürk Merkez Mah.;1;1;90;12;2;620
 Sultanbeyli ; Mimar Sinan Mah.;2;1;105;0;2;285
 Beylikdüzü ; Adnan Kahveci Mah.;4;1;200;23;16;300
 Pendik ; Kurtköy Mah.;2;1;90;4;3;270
 Bahçelievler ; Soğanlı Mah.;2;1;90;26;1;180
 Kadıköy ; Kozyatağı Mah.;1;1;65;16;21;450
 Küçükçekmece ; Halkalı Merkez Mah.;2;1;110;30;2;150
 Esenyurt ; Yenikent Mah.;1;1;75;15;2;160
 Maltepe ; Altayçeşme Mah.;3;1;130;25;6;410
 Ümraniye ; Madenler Mah.;2;1;90;0;3;320
 Çekmeköy ; Nişantepe Mah.;2;1;140;3;2;590
 Esenyurt ; Gökevler Mah.;3;1;155;22;0;190
 Pendik ; Yeni Mah.;2;1;90;0;5;350
 Tuzla ; Aydıntepe Mah.;2;1;95;7;3;265
 Beşiktaş ; Bebek Mah.;3;2;240;30;2;1700
 Kartal ; Çavuşoğlu Mah.;3;1;130;30;3;315
 Büyükçekmece ; Çakmaklı Mah.;2;1;105;16;10;190
