district;neighborhood;room;living room;area (m2);age;floor;price
 Esenyurt ; Turgut Özal Mah.;3;1;145;5;3;26500
 Esenyurt ; Akçaburgaz Mah.;2;1;90;8;1;14000
 Pendik ; Yenişehir Mah.;3;1;153;11;1;37500
 Fatih ; Hırka-i Şerif Mah.;1;1;75;30;3;25000
 Üsküdar ; Çengelköy Mah.;5;2;295;15;3;250000
 Sarıyer ; Maslak Mah.;1;1;105;5;16;80000
 Gaziosmanpaşa ; Karadeniz Mah.;1;1;71;5;4;35000
 Zeytinburnu ; Kazlıçeşme Mah.;4;1;250;4;10;205000
 Ümraniye ; İstiklal Mah.;3;1;130;17;6;30000
 Büyükçekmece ; Celaliye Mah.;2;1;100;3;-3;15000
 Kağıthane ; Merkez Mah.;2;1;110;1;3;74000
 Beyoğlu ; Firuzağa Mah.;3;1;170;53;2;60000
 Şişli ; Cumhuriyet Mah.;1;1;80;0;2;62000
 Beyoğlu ; Kılıçali Paşa Mah.;5;1;250;95;4;175000
 Sancaktepe ; Emek Mah.;2;1;60;4;1;17000
 Fatih ; Silivrikapı Mah.;2;1;82;35;1;19000
 Şişli ; Feriköy Mah.;1;1;75;40;-1;33000
 Fatih ; Seyyid Ömer Mah.;2;1;85;35;2;15000
 Ümraniye ; Atatürk Mah.;2;1;80;26;1;25000
 Beşiktaş ; Cihannüma Mah.;3;1;100;45;2;30000
 Üsküdar ; Küçüksu Mah.;3;1;140;21;2;28000
 Beşiktaş ; Cihannüma Mah.;3;1;100;45;2;30000
 Üsküdar ; Küçüksu Mah.;3;1;140;21;2;28000
 Bahçelievler ; Bahçelievler Mah.;3;1;120;0;1;50000
 Fatih ; Sümbül Efendi Mah.;1;1;65;40;2;13000
 Sarıyer ; Maslak Mah.;2;1;125;11;2;70000
 Maltepe ; Altıntepe Mah.;3;1;130;41;2;29000
 Şişli ; Gülbahar Mah.;1;1;65;6;2;16500
 Beyoğlu ; Kuloğlu Mah.;1;363;30;40;3;18000
 Sarıyer ; Cumhuriyet Mah.;2;1;125;27;2;25000
 Beyoğlu ; Firuzağa Mah.;2;1;80;41;1;40000
 Silivri ; Yeni Mah.;3;1;145;4;5;28000
 Çekmeköy ; Ekşioğlu Mah.;2;1;85;2;2;22000
 Şişli ; Fulya Mah.;3;1;90;40;1;40000
 Pendik ; Sapan Bağları Mah.;2;1;100;30;2;14000
 Ümraniye ; Yamanevler Mah.;4;1;95;11;1;20000
 Sarıyer ; Ayazağa Mah.;2;1;100;25;1;22000
 Zeytinburnu ; Merkezefendi Mah.;2;1;110;20;15;32000
 Küçükçekmece ; Kemalpaşa Mah.;2;1;85;20;0;12500
 Fatih ; Seyyid Ömer Mah.;1;1;70;35;0;14000
 Üsküdar ; Salacak Mah.;2;1;85;0;2;40000
 Şişli ; Cumhuriyet Mah.;1;1;130;5;0;70000
 Maltepe ; Altıntepe Mah.;3;1;100;32;4;29750
 Başakşehir ; Güvercintepe Mah.;3;1;100;0;1;18500
 Beşiktaş ; Etiler Mah.;2;1;160;23;5;250000
 Kağıthane ; Emniyet Evleri Mah.;2;1;95;25;2;300
 Beylikdüzü ; Yakuplu Mah.;1;1;65;0;2;240
 Şişli ; Gülbahar Mah.;3;1;110;30;0;190
 Şişli ; Mecidiyeköy Mah.;2;1;80;31;1;290
 Şişli ; Gülbahar Mah.;2;1;55;8;1;180
 Gaziosmanpaşa ; Yeni Mahalle Mah.;2;1;90;20;2;180
 Kadıköy ; Eğitim Mah.;1;1;70;45;2;195
 Maltepe ; Çınar Mah.;2;1;105;0;2;460
 Kağıthane ; Sultan Selim Mah.;2;1;95;30;2;215
 Şişli ; Paşa Mah.;3;1;110;25;2;230
 Küçükçekmece ; Gültepe Mah.;2;1;100;26;2;200
 Kadıköy ; Suadiye Mah.;2;1;90;6;5;620
 Beyoğlu ; Çukur Mah.;2;1;102;50;2;250
 Kağıthane ; Çağlayan Mah.;3;1;100;8;2;240
 Silivri ; Mimar Sinan Mah.;2;1;90;25;1;215
 Beyoğlu ; Firuzağa Mah.;1;0;65;40;5;400
 Kadıköy ; Bostancı Mah.;3;1;120;0;1;600
 Esenyurt ; Pınar Mah.;2;1;110;9;2;140
 Esenyurt ; Pınar Mah.;2;1;100;9;2;150
 Maltepe ; Bağlarbaşı Mah.;3;1;120;24;5;365
 Şişli ; Gülbahar Mah.;3;1;100;29;0;215
 Ataşehir ; Örnek Mah.;1;1;55;10;0;225
 Başakşehir ; Ziya Gökalp Mah.;1;1;80;11;21;200
 Sarıyer ; Ayazağa Mah.;1;1;65;18;1;250
 Üsküdar ; Murat Reis Mah.;1;1;50;0;0;250
 Beşiktaş ; Nisbetiye Mah.;3;1;350;13;12;3100
 Çekmeköy ; Alemdağ Mah.;4;1;160;4;1;220
 Bakırköy ; Şenlikköy Mah.;4;2;350;26;4;1250
 Eyüpsultan ; Mimar Sinan Mah.;3;1;187;1;1;1300
 Kartal ; Hürriyet Mah.;2;1;100;9;1;240
 Sarıyer ; Maslak Mah.;2;1;115;7;7;700
 Kağıthane ; Gürsel Mah.;1;1;75;20;-1;160
 Şişli ; Paşa Mah.;2;1;85;31;2;220
 Şişli ; Mecidiyeköy Mah.;2;1;72;5;-1;210
 Sultangazi ; Cebeci Mah.;2;1;95;21;4;185
 Büyükçekmece ; Pınartepe Mah.;3;1;190;5;0;450
 Şile ; Kumbaba Mah.;3;1;145;5;0;450
 Şişli ; Duatepe Mah.;3;1;100;35;1;300
 Beykoz ; Paşabahçe Mah.;2;1;130;30;2;350
 Ataşehir ; İçerenköy Mah.;2;1;100;35;3;260
 Fatih ; Cerrahpaşa Mah.;1;1;65;37;-1;130
 Ataşehir ; Esatpaşa Mah.;1;1;65;5;1;245
 Sarıyer ; Maslak Mah.;1;1;100;7;4;480
 Sarıyer ; Maslak Mah.;4;1;255;5;12;1300
 Küçükçekmece ; Atakent Mah.;3;1;152;15;5;350
 Kağıthane ; Sultan Selim Mah.;2;1;120;29;3;200
 Kağıthane ; Sultan Selim Mah.;2;1;120;29;3;200
 Tuzla ; Mimar Sinan Mah.;3;1;125;7;9;280
 Üsküdar ; Salacak Mah.;2;0;85;0;2;400
 Kadıköy ; Acıbadem Mah.;2;1;95;30;0;300
 Şişli ; Halide Edip Adıvar Mah.;3;1;130;16;3;300
 Kadıköy ; Rasimpaşa Mah.;2;1;70;25;1;3175
 Bayrampaşa ; Vatan Mah.;3;1;110;14;-1;220
 Küçükçekmece ; Yeşilova Mah.;2;1;85;8;1;210
 Ataşehir ; İçerenköy Mah.;3;1;135;27;1;320
 Maltepe ; Cevizli Mah.;2;1;90;5;1;370
 Bahçelievler ; Siyavuşpaşa Mah.;2;1;115;31;5;150
 Sarıyer ; İstinye Mah.;3;1;120;26;2;430
 Eyüpsultan ; Merkez Mah.;2;1;100;11;6;400
 Şişli ; Eskişehir Mah.;2;1;75;4;0;180
 Bahçelievler ; Şirinevler Mah.;2;1;100;35;4;165
 Beykoz ; Çubuklu Mah.;3;1;160;25;4;350
 Bakırköy ; Kartaltepe Mah.;2;1;105;31;5;205
 Kağıthane ; Yeşilce Mah.;1;1;60;5;1;350
 Şişli ; Mecidiyeköy Mah.;2;1;75;5;1;200
 Avcılar ; Ambarlı Mah.;3;1;110;26;2;150
 Fatih ; Mevlanakapı Mah.;1;1;65;40;-1;100
 Maltepe ; Başıbüyük Mah.;2;1;120;21;4;200
 Çekmeköy ; Alemdağ Mah.;2;1;80;2;1;180
 Beyoğlu ; Kalyoncu Kulluğu Mah.;1;1;70;40;1;200
 Silivri ; Yeni Mah.;3;1;130;1;2;300
 Beşiktaş ; Levent Mah.;1;1;50;1;3;450
 Beyoğlu ; Kocatepe Mah.;4;1;220;35;2;550
 Beylikdüzü ; Sahil Mah.;2;1;100;4;2;180
 Kağıthane ; Çeliktepe Mah.;1;1;72;25;0;160
 Üsküdar ; Salacak Mah.;3;1;150;45;4;450
 Bakırköy ; Kartaltepe Mah.;2;1;100;31;5;210
 Sarıyer ; Zekeriyaköy Mah.;1;1;80;6;0;550
 Fatih ; Haseki Sultan Mah.;1;1;65;39;-1;150
 Şişli ; Kuştepe Mah.;2;1;76;4;3;250
 Avcılar ; Ambarlı Mah.;2;1;80;36;1;220
 Fatih ; Koca Mustafapaşa Mah.;1;1;65;40;2;150
 Sarıyer ; Maslak Mah.;3;1;170;14;20;850
 Şişli ; Merkez Mah.;2;1;75;28;1;230
 Şişli ; Cumhuriyet Mah.;2;1;85;200;2;290
 Eyüpsultan ; Mithatpaşa Mah.;6;2;420;6;4;950
 Şişli ; Meşrutiyet Mah.;3;1;110;25;5;425
 Bahçelievler ; Soğanlı Mah.;2;1;90;35;3;245
 Fatih ; Aksaray Mah.;1;1;61;39;2;200
 Esenyurt ; Çınar Mah.;2;1;95;3;0;90
 Şişli ; Merkez Mah.;3;1;160;25;1;650
 Şişli ; Mecidiyeköy Mah.;1;0;40;11;1;170
 Bakırköy ; Zuhuratbaba Mah.;3;1;130;9;4;520
 Şişli ; Mecidiyeköy Mah.;1;1;65;30;3;185
 Kadıköy ; Suadiye Mah.;1;1;65;16;5;550
 Gaziosmanpaşa ; Yeni Mahalle Mah.;2;1;90;30;0;150
 Beşiktaş ; Cihannüma Mah.;3;1;145;35;3;1200
 Kağıthane ; Hürriyet Mah.;2;1;110;25;2;245
 Avcılar ; Denizköşkler Mah.;3;1;85;18;-1;85
 Küçükçekmece ; Yeşilova Mah.;2;1;115;20;5;170
 Kağıthane ; Telsizler Mah.;2;1;95;5;2;265
 Küçükçekmece ; Kartaltepe Mah.;2;1;100;10;1;235
 Üsküdar ; Ahmediye Mah.;2;1;45;40;1;250
 Sarıyer ; Sarıyer Merkez Mah.;3;1;120;20;0;250
 Bahçelievler ; Bahçelievler Mah.;2;1;90;40;0;250
 Kağıthane ; Seyrantepe Mah.;1;0;45;5;6;350
 Sultanbeyli ; Battalgazi Mah.;4;1;135;1;5;250
 Beşiktaş ; Etiler Mah.;3;1;100;45;1;500
 Beylikdüzü ; Cumhuriyet Mah.;3;1;140;18;2;200
 Beyoğlu ; Gümüşsuyu Mah.;1;1;50;15;1;300
 Güngören ; Güven Mah.;2;1;90;35;4;180
 Bakırköy ; Şenlikköy Mah.;4;2;350;16;4;1200
 Maltepe ; Cevizli Mah.;4;1;280;30;4;600
 Beşiktaş ; Nisbetiye Mah.;2;1;120;31;10;600
 Ataşehir ; Kayışdağı Mah.;2;1;75;15;2;240
 Maltepe ; Altıntepe Mah.;1;1;68;7;1;400
 Beykoz ; Kavacık Mah.;3;1;190;21;2;780
 Maltepe ; Altıntepe Mah.;1;1;68;7;1;400
 Beykoz ; Kavacık Mah.;3;1;190;21;2;780
 Şişli ; Ergenekon Mah.;3;1;140;35;1;300
 Şile ; Çavuş Mah.;2;1;95;0;-1;240
 Eyüpsultan ; Mithatpaşa Mah.;1;1;70;3;1;400
 Beşiktaş ; Türkali Mah.;1;1;49;40;1;200
 Sarıyer ; Bahçeköy Merkez Mah.;3;1;170;22;3;320
 Esenyurt ; Yeşilkent Mah.;1;1;80;4;6;120
 Kağıthane ; Şirintepe Mah.;2;1;78;4;2;185
 Eyüpsultan ; Göktürk Merkez Mah.;3;1;210;10;3;1200
 Şişli ; Meşrutiyet Mah.;3;1;140;35;2;470
 Şişli ; Yayla Mah.;3;1;170;10;3;400
 Kağıthane ; Ortabayır Mah.;1;1;70;20;1;220
 Küçükçekmece ; Gültepe Mah.;1;1;65;1;0;160
 Esenyurt ; Balıkyolu Mah.;3;1;130;6;3;150
 Şişli ; Kuştepe Mah.;2;1;90;5;1;150
 Kadıköy ; Göztepe Mah.;3;1;120;5;12;925
 Kağıthane ; Emniyet Evleri Mah.;2;1;80;28;3;240
 Küçükçekmece ; Atakent Mah.;1;1;70;20;4;200
 Eyüpsultan ; Sakarya Mah.;2;1;72;4;1;280
 Kartal ; Yunus Mah.;2;1;125;5;9;350
 Kadıköy ; Caddebostan Mah.;3;1;180;30;8;1300
 Üsküdar ; Valide-i Atik Mah.;2;1;80;15;1;290
 Beşiktaş ; Gayrettepe Mah.;2;1;95;30;0;300
 Kartal ; Yakacık Çarşı Mah.;2;1;87;4;5;300
 Küçükçekmece ; Atakent Mah.;2;1;80;21;15;250
 Esenyurt ; Sultaniye Mah.;2;1;90;6;0;120
 Küçükçekmece ; Mehmet Akif Mah.;2;1;90;21;6;120
 Pendik ; Güllü Bağlar Mah.;3;1;120;4;1;250
 Esenyurt ; Süleymaniye Mah.;2;1;100;5;4;130
 Başakşehir ;Bahçeşehir 1. Kısım Mah.;3;1;156;16;14;365
 Ataşehir ; Örnek Mah.;1;1;65;5;3;270
 Eyüpsultan ; Karadolap Mah.;1;1;60;5;6;230
 Maltepe ; Fındıklı Mah.;2;1;130;11;8;320
 Çekmeköy ; Sultançiftliği Mah.;3;1;148;11;2;360
 Başakşehir ; Başakşehir Mah.;2;1;81;3;12;340
 Kadıköy ; Erenköy Mah.;3;1;130;6;2;750
 Bakırköy ; Osmaniye Mah.;1;1;120;10;4;300
 Şile ; Çavuş Mah.;2;1;85;16;1;200
 Şişli ; Fulya Mah.;3;1;125;25;1;320
 Küçükçekmece ; Atakent Mah.;3;1;120;25;1;500
 Kağıthane ; Hürriyet Mah.;3;1;100;0;1;355
 Şişli ; Gülbahar Mah.;3;1;130;8;5;280
 Kadıköy ; Fenerbahçe Mah.;3;1;175;3;3;1100
 Sancaktepe ; Kemal Türkler Mah.;1;1;70;11;0;250
 Beylikdüzü ; Kavaklı Mah.;2;1;120;4;2;270
 Beylikdüzü ; Kavaklı Mah.;2;1;120;4;2;270
 Bahçelievler ; Bahçelievler Mah.;3;1;120;31;2;350
 Kağıthane ; Hürriyet Mah.;3;1;220;5;8;550
 Şişli ; Duatepe Mah.;3;1;130;30;2;400
 Üsküdar ; Güzeltepe Mah.;3;1;110;3;1;500
 Pendik ; Kurtköy Mah.;2;1;75;23;4;230
 Kadıköy ; Merdivenköy Mah.;3;1;150;30;2;400
 Bahçelievler ; Yenibosna Merkez Mah.;4;1;190;11;3;650
 Sarıyer ; Ayazağa Mah.;1;1;86;5;5;600
 Kadıköy ; Merdivenköy Mah.;2;1;95;0;1;500
 Kartal ; Uğur Mumcu Mah.;3;1;130;30;5;230
 Şişli ; Esentepe Mah.;1;1;110;15;5;950
 Ataşehir ; Kayışdağı Mah.;1;1;50;0;1;290
 Kadıköy ; Göztepe Mah.;3;1;223;5;7;1500
 Tuzla ; Aydınlı Mah.;3;1;160;4;4;300
 Bakırköy ; Kartaltepe Mah.;2;1;95;30;0;250
 Sarıyer ; Ayazağa Mah.;2;1;105;4;10;700
 Üsküdar ; Küçüksu Mah.;7;2;450;24;4;1500
 Kadıköy ; Erenköy Mah.;3;1;160;26;8;500
 Kadıköy ; Suadiye Mah.;3;1;170;31;4;1200
 Bakırköy ; Yeşilköy Mah.;3;1;130;35;0;500
 Bahçelievler ; Siyavuşpaşa Mah.;2;1;75;20;5;200
 Beylikdüzü ; Sahil Mah.;4;2;250;2;3;495
 Zeytinburnu ; Kazlıçeşme Mah.;3;1;181;4;12;1700
 Küçükçekmece ; Cumhuriyet Mah.;2;1;80;50;0;155
 Şişli ; Fulya Mah.;5;1;250;28;4;500
 Şişli ; Bozkurt Mah.;2;1;85;40;1;250
 Şişli ; Merkez Mah.;2;1;120;40;1;320
 Adalar ; Heybeliada Mah.;3;1;130;50;2;4500
 Silivri ; Mimar Sinan Mah.;2;1;80;5;1;150
 Kadıköy ; Osmanağa Mah.;2;1;60;25;4;420
 Küçükçekmece ; Yeni Mahalle Mah.;1;1;80;5;0;130
 Bahçelievler ; Şirinevler Mah.;3;1;135;25;4;160
 Beyoğlu ; Pürtelaş Hasan Efendi Mah.;1;1;85;60;4;1050
 Çekmeköy ; Hamidiye Mah.;1;2;125;14;5;360
 Beyoğlu ; Kalyoncu Kulluğu Mah.;1;1;60;20;2;230
 Kartal ; Orta Mah.;1;0;45;5;8;1915
 Ümraniye ; Atatürk Mah.;3;2;140;21;4;320
 Bağcılar ; Demirkapı Mah.;2;1;110;26;3;180
 Beylikdüzü ; Yakuplu Mah.;2;1;100;9;3;190
 Beşiktaş ; Vişnezade Mah.;1;1;140;16;4;1100
 Fatih ; Mevlanakapı Mah.;2;1;85;35;2;180
 Sarıyer ; Kireçburnu Mah.;2;1;100;25;1;250
 Üsküdar ; Aziz Mahmut Hüdayi Mah.;2;1;85;31;2;250
 Kağıthane ; Emniyet Evleri Mah.;3;1;160;25;1;490
 Şişli ; Mecidiyeköy Mah.;1;1;65;30;2;180
 Beykoz ; Rüzgarlıbahçe Mah.;2;1;110;20;3;260
 Küçükçekmece ; Yeşilova Mah.;1;1;70;4;3;250
 Silivri ; Mimar Sinan Mah.;2;1;90;0;0;150
 Kadıköy ; Eğitim Mah.;1;1;70;45;3;180
 Beşiktaş ; Etiler Mah.;2;1;110;40;3;500
 Küçükçekmece ; Yeşilova Mah.;1;1;65;12;1;190
 Küçükçekmece ; Atakent Mah.;1;1;47;13;5;250
 Şişli ; Cumhuriyet Mah.;1;1;88;5;14;540
 Maltepe ; Altıntepe Mah.;2;1;75;1;2;400
 Maltepe ; Feyzullah Mah.;3;1;145;21;3;380
 Esenyurt ; Hürriyet Mah.;2;1;110;6;1;130
 Küçükçekmece ; İstasyon Mah.;1;1;73;13;9;240
 Sarıyer ; Maslak Mah.;3;1;175;4;3;800
 Bayrampaşa ; Muratpaşa Mah.;2;1;70;45;1;150
 Sarıyer ; Tarabya Mah.;3;1;120;20;5;470
 Kadıköy ; Suadiye Mah.;4;1;285;24;2;1650
 Fatih ; Cerrahpaşa Mah.;2;1;85;40;2;180
 Fatih ; Şehremini Mah.;3;1;100;35;2;200
 Bakırköy ; Yeşilköy Mah.;2;1;100;5;1;600
 Beşiktaş ; Cihannüma Mah.;1;1;60;45;4;255
 Esenyurt ; Örnek Mah.;1;1;80;3;1;140
 Kadıköy ; Rasimpaşa Mah.;1;1;70;30;1;240
 Şişli ; İnönü Mah.;1;1;70;11;1;360
 Beyoğlu ; Kadımehmet Efendi Mah.;1;1;75;40;2;150
 Kağıthane ; Hürriyet Mah.;1;0;75;0;3;330
 Zeytinburnu ; Veliefendi Mah.;2;1;85;26;1;130
 Sarıyer ; Maslak Mah.;2;1;136;5;21;1100
 Beşiktaş ; Kültür Mah.;4;1;360;30;1;3500
 Kadıköy ; Göztepe Mah.;3;1;125;30;1;450
 Başakşehir ; Ziya Gökalp Mah.;4;1;216;5;21;800
 Üsküdar ; Murat Reis Mah.;2;1;60;0;0;320
 Bakırköy ; Şenlikköy Mah.;6;2;350;29;4;1250
 Beşiktaş ; Levazım Mah.;2;1;179;5;8;3400
 Eyüpsultan ; Mimar Sinan Mah.;4;1;222;1;1;1350
 Fatih ; Sümbül Efendi Mah.;2;1;90;25;2;190
 Beykoz ; Acarlar Mah.;4;1;350;11;0;1300
 Küçükçekmece ; Cennet Mah.;2;1;120;15;1;300
 Şişli ; Fulya Mah.;1;1;100;5;17;800
 Beyoğlu ; Kılıçali Paşa Mah.;3;1;160;24;1;680
 Beykoz ; Kavacık Mah.;5;1;100;1;0;75
 Güngören ; Merkez Mah.;2;1;105;35;3;200
 Beşiktaş ; Türkali Mah.;2;1;100;0;3;500
 Kadıköy ; Suadiye Mah.;3;1;125;21;4;750
 Bahçelievler ; Yenibosna Merkez Mah.;3;1;125;26;3;210
 Kağıthane ; Hamidiye Mah.;2;1;87;20;4;329
 Kadıköy ; Osmanağa Mah.;1;1;40;31;5;350
 Ataşehir ; Mimar Sinan Mah.;2;1;66;10;4;200
 Esenyurt ; Akevler Mah.;2;1;90;4;1;180
 Beykoz ; Kavacık Mah.;3;1;220;11;0;65
 Beyoğlu ; Sururi Mehmet Efendi Mah.;1;1;50;5;4;170
 Fatih ; Seyyid Ömer Mah.;2;1;85;36;2;170
 Küçükçekmece ; Yeşilova Mah.;2;1;90;8;1;210
 Bakırköy ; Basınköy Mah.;5;1;350;24;2;1350
 Beyoğlu ; Pürtelaş Hasan Efendi Mah.;1;0;88;39;4;1050
 Beşiktaş ; Akat Mah.;3;1;120;40;3;645
 Sarıyer ; Maslak Mah.;1;1;84;8;4;490
 Eyüpsultan ; Ağaçlı Mah.;5;1;240;25;0;400
 Avcılar ; Cihangir Mah.;2;1;70;12;1;160
 Kağıthane ; Yeşilce Mah.;3;1;100;29;1;180
 Üsküdar ; Salacak Mah.;2;1;85;0;1;400
 Beşiktaş ; Nisbetiye Mah.;3;1;145;31;1;1150
 Fatih ; Sümbül Efendi Mah.;2;1;80;32;1;140
 Şişli ; Halide Edip Adıvar Mah.;3;1;150;23;4;450
 Şişli ; Cumhuriyet Mah.;2;1;75;31;3;750
 Bakırköy ; Kartaltepe Mah.;5;1;280;31;5;470
 Şişli ; Mecidiyeköy Mah.;3;1;125;31;1;300
 Kağıthane ; Seyrantepe Mah.;2;1;55;5;1;350
 Şişli ; Gülbahar Mah.;1;1;60;5;4;230
 Eyüpsultan ; Merkez Mah.;2;1;65;7;1;205
 Bahçelievler ; Şirinevler Mah.;2;1;105;9;2;300
 Başakşehir ;Bahçeşehir 2. Kısım Mah.;2;1;85;9;11;215
 Avcılar ; Ambarlı Mah.;3;1;110;30;-3;150
 Maltepe ; Fındıklı Mah.;2;1;75;10;2;200
 Tuzla ; Aydınlı Mah.;2;1;90;1;9;250
 Beyoğlu ; Hacıahmet Mah.;3;2;150;30;5;220
 Beyoğlu ; Gümüşsuyu Mah.;1;1;70;35;4;380
 Maltepe ; Bağlarbaşı Mah.;6;2;240;25;4;540
 Fatih ; Silivrikapı Mah.;2;1;100;40;2;340
 Kadıköy ; Sahrayı Cedit Mah.;1;1;67;2;17;470
 Fatih ; Cibali Mah.;1;1;70;37;3;150
 Kağıthane ; Seyrantepe Mah.;2;1;110;35;0;140
 Bakırköy ; Şenlikköy Mah.;4;1;225;27;2;820
 Kağıthane ; Emniyet Evleri Mah.;3;1;160;30;2;320
 Şişli ; Mecidiyeköy Mah.;2;1;110;23;4;300
 Kağıthane ; Çağlayan Mah.;2;1;90;5;2;230
 Beyoğlu ; Hacıahmet Mah.;1;1;40;40;0;95
 Fatih ; Yedikule Mah.;2;1;70;45;2;175
 Beşiktaş ; Gayrettepe Mah.;3;1;150;31;-1;400
 Eyüpsultan ; Mithatpaşa Mah.;6;2;420;5;4;950
 Beyoğlu ; Cihangir Mah.;2;1;130;55;3;800
 Üsküdar ; Cumhuriyet Mah.;1;1;60;27;5;125
 Beşiktaş ; Nisbetiye Mah.;5;1;346;0;21;3500
 Bahçelievler ; Hürriyet Mah.;2;1;75;30;1;150
 Kağıthane ; Şirintepe Mah.;1;1;70;30;3;190
 Sarıyer ; Maden Mah.;1;1;55;25;0;220
 Beylikdüzü ; Yakuplu Mah.;1;0;60;0;5;150
 Ataşehir ; Kayışdağı Mah.;3;1;90;15;3;230
 Bakırköy ; Zuhuratbaba Mah.;3;1;120;31;3;280
 Kadıköy ; Caferağa Mah.;1;1;45;50;1;300
 Sarıyer ; Huzur Mah.;1;0;45;3;7;400
 Eyüpsultan ; Karadolap Mah.;2;1;80;0;5;250
 Pendik ; Esenyalı Mah.;2;1;90;11;1;160
 Şişli ; Cumhuriyet Mah.;1;1;90;9;21;580
 Sarıyer ; Huzur Mah.;1;1;75;6;8;550
 Bahçelievler ; Siyavuşpaşa Mah.;2;1;100;40;2;230
 Avcılar ; Denizköşkler Mah.;1;1;90;5;0;165
 Beşiktaş ; Gayrettepe Mah.;2;1;90;21;1;475
 Bağcılar ; Yenigün Mah.;2;1;95;26;5;160
 Beykoz ; Göztepe Mah.;2;1;110;30;3;310
 Beşiktaş ; Nisbetiye Mah.;3;1;150;21;1;1000
 Esenyurt ; Barbaros Hayrettin Paşa Mah.;2;1;110;4;6;330
 Beylikdüzü ; Yakuplu Mah.;1;1;78;7;2;250
 Avcılar ; Ambarlı Mah.;2;1;100;25;3;120
 Büyükçekmece ; Fatih Mah.;3;1;140;30;2;170
 Pendik ; Sülüntepe Mah.;3;1;110;0;2;330
 Şişli ; Mecidiyeköy Mah.;2;1;100;15;2;300
 Pendik ; Velibaba Mah.;2;1;90;16;1;175
 Avcılar ; Denizköşkler Mah.;2;1;130;4;1;260
 Kadıköy ; Suadiye Mah.;4;4;290;26;1;1800
 Maltepe ; Zümrütevler Mah.;2;1;115;26;3;200
 Kartal ; Hürriyet Mah.;2;1;85;21;0;190
 Zeytinburnu ; Sümer Mah.;3;1;120;35;3;270
 Bahçelievler ; Yenibosna Merkez Mah.;3;1;220;5;9;500
 Ataşehir ; İçerenköy Mah.;3;1;110;29;2;225
 Bakırköy ; Zuhuratbaba Mah.;3;1;125;31;4;255
 Kartal ; Yalı Mah.;3;1;140;25;2;255
 Şişli ;19 Mayıs Mah.;1;1;80;30;1;255
 Sarıyer ; Kireçburnu Mah.;1;1;75;30;0;240
 Güngören ; Güven Mah.;2;1;110;33;4;200
 Bahçelievler ; Hürriyet Mah.;3;1;130;0;2;420
 Arnavutköy ; Mareşal Fevzi Çakmak Mah.;4;1;270;5;0;580
 Kadıköy ; Suadiye Mah.;4;1;260;26;5;1400
 Gaziosmanpaşa ; Karadeniz Mah.;1;1;83;4;14;300
 Beylikdüzü ; Cumhuriyet Mah.;3;1;145;27;8;250
 Kağıthane ; Sultan Selim Mah.;1;1;70;0;1;200
 Adalar ; Burgazada Mah.;3;1;125;40;4;3800
 Fatih ; Haseki Sultan Mah.;1;1;55;50;0;130
 Beşiktaş ; Sinanpaşa Mah.;2;1;90;27;2;300
 Kadıköy ; Fenerbahçe Mah.;3;1;110;5;5;730
 Maltepe ; Altıntepe Mah.;3;1;106;30;2;350
 Eyüpsultan ; Göktürk Merkez Mah.;2;1;160;10;2;700
 Avcılar ; Denizköşkler Mah.;3;1;150;30;2;250
 Ataşehir ; İnönü Mah.;3;1;120;15;1;350
 Esenyurt ; Mehmet Akif Ersoy Mah.;2;1;100;7;3;170
 Küçükçekmece ; Gültepe Mah.;2;1;105;26;3;200
 Silivri ; Mimar Sinan Mah.;2;1;110;15;5;150
 Kağıthane ; Ortabayır Mah.;2;1;80;0;0;225
 Başakşehir ;Bahçeşehir 1. Kısım Mah.;4;1;210;6;0;780
 Beylikdüzü ; Sahil Mah.;3;1;200;0;4;455
 Küçükçekmece ; İnönü Mah.;2;1;90;5;0;190
 Büyükçekmece ; Pınartepe Mah.;2;1;125;17;3;180
 Ataşehir ; Atatürk Mah.;1;1;66;2;2;250
 Kartal ; Yakacık Çarşı Mah.;1;1;60;4;5;280
 Kağıthane ; Hamidiye Mah.;3;1;168;4;5;750
 Şile ; Çayırbaşı Mah.;2;1;85;0;0;3575
 Ümraniye ; Şerifali Mah.;4;1;256;10;0;650
 Bahçelievler ; Şirinevler Mah.;6;1;220;5;4;400
 Ümraniye ; Saray Mah.;2;1;117;11;12;520
 Beylikdüzü ; Gürpınar Mah.;3;1;150;5;1;250
 Çekmeköy ; Cumhuriyet Mah.;2;1;95;9;1;250
 Bakırköy ; Osmaniye Mah.;2;1;85;31;0;160
 Kartal ; Atalar Mah.;3;1;130;25;2;320
 Ataşehir ; Atatürk Mah.;1;1;68;7;2;420
 Kağıthane ; Çeliktepe Mah.;1;1;60;6;1;270
 Sarıyer ; Maden Mah.;2;1;100;5;2;600
 Bahçelievler ; Bahçelievler Mah.;2;1;105;2;10;480
 Sarıyer ; Ferahevler Mah.;3;1;130;2;0;880
 Esenyurt ; Çınar Mah.;2;1;130;6;0;120
 Maltepe ; Cevizli Mah.;3;1;120;20;3;250
 Çekmeköy ; Mehmet Akif Mah.;2;1;90;5;1;250
 Beşiktaş ; Dikilitaş Mah.;2;1;80;35;4;300
 Sancaktepe ; Abdurrahmangazi Mah.;3;1;174;0;4;610
 Küçükçekmece ; Yeşilova Mah.;2;1;90;31;1;170
