district;neighborhood;very_heavy_damage;heavy_damage;moderate_damage;light_damage;fatality;severe_injury;hospital_treated;minor_injury
Adalar;BURGAZADA;54;99;256;241;8;6;24;42
Adalar;HEYBELIADA;101;175;423;393;25;21;66;113
Adalar;KINALIADA;53;97;287;302;5;3;15;27
Adalar;MADEN;104;192;483;484;22;18;64;113
Adalar;NIZAM;101;180;445;422;16;13;48;83
Arnavutkoy;ADNAN MENDERES;1;3;21;57;0;0;1;3
Arnavutkoy;ANADOLU;2;13;108;371;0;0;0;26
Arnavutkoy;ARNAVUTKOY MERKEZ;1;6;51;199;0;0;2;10
Arnavutkoy;ATATURK;1;6;49;129;0;0;2;8
Arnavutkoy;BAKLALI;1;5;23;65;0;0;0;0
Arnavutkoy;BALABAN;0;1;3;22;0;0;0;0
Arnavutkoy;BOGAZKOY ISTIKLAL;2;14;95;249;0;0;3;10
Arnavutkoy;BOLLUCA;1;6;46;125;0;0;1;5
Arnavutkoy;BOYALIK;1;4;21;63;0;0;0;0
Arnavutkoy;CILINGIR;1;5;28;76;0;0;0;0
Arnavutkoy;DELIKLIKAYA;1;7;50;120;0;0;0;2
Arnavutkoy;DURSUNKOY;1;5;18;45;0;0;0;1
Arnavutkoy;DURUSU;0;2;10;30;0;0;0;0
Arnavutkoy;FATIH;1;4;21;59;0;0;0;1
Arnavutkoy;HACIMASLI;0;3;16;41;0;0;0;0
Arnavutkoy;HADIMKOY;1;7;63;203;0;0;0;4
Arnavutkoy;HARACCI;2;12;82;230;0;0;0;4
Arnavutkoy;HASTANE;1;6;45;147;0;0;0;5
Arnavutkoy;HICRET;0;3;24;61;0;0;0;2
Arnavutkoy;IMRAHOR;3;17;96;255;0;0;2;11
Arnavutkoy;ISLAMBEY;2;11;88;268;0;0;4;18
Arnavutkoy;KARABURUN;0;3;32;112;0;0;0;0
Arnavutkoy;KARLIBAYIR;2;9;60;186;0;0;1;8
Arnavutkoy;MARESAL FEVCI CAKMAK;1;6;50;141;0;0;0;1
Arnavutkoy;MAVIGOL;1;6;53;146;0;0;0;3
Arnavutkoy;MEHMET AKIF ERSOY;1;4;26;73;0;0;0;3
Arnavutkoy;MUSTAFA KEMAL PASA;1;7;53;161;0;0;3;11
Arnavutkoy;NENEHATUN;1;5;43;124;0;0;0;7
Arnavutkoy;OMERLI;1;7;49;124;0;0;0;3
Arnavutkoy;SAZLIBOSNA;0;5;26;68;0;0;0;1
Arnavutkoy;TASOLUK;1;6;44;122;0;0;1;6
Arnavutkoy;TAYAKADIN;3;12;57;162;0;0;0;1
Arnavutkoy;TERKOS;1;4;19;58;0;0;0;0
Arnavutkoy;YASSIOREN;0;1;12;41;0;0;0;0
Arnavutkoy;YAVUZ SELIM;2;9;64;180;0;0;1;9
Arnavutkoy;YENIKOY;1;5;39;121;0;0;0;0
Arnavutkoy;YESILBAYIR;1;4;27;69;0;0;0;0
Arnavutkoy;YUNUS EMRE;1;10;88;244;0;0;5;16
Atasehir;ASIKVEYSEL;5;18;102;266;4;3;12;26
Atasehir;ATATURK;2;12;76;209;2;0;11;30
Atasehir;BARBAROS;14;50;248;498;11;9;42;88
Atasehir;ESATPASA;5;20;140;422;3;1;14;33
Atasehir;FERHATPASA;4;26;191;493;0;0;5;26
Atasehir;FETIH;1;3;26;102;1;0;3;7
Atasehir;ICERENKOY;23;76;465;1180;19;8;61;133
Atasehir;INONU;4;17;115;392;2;0;14;36
Atasehir;KAYISDAGI;10;52;352;785;7;2;31;76
Atasehir;KUCUKBAKALKOY;13;41;200;501;11;6;35;71
Atasehir;MEVLANA;1;8;64;188;2;0;7;20
Atasehir;MIMAR SINAN;2;13;81;203;1;0;7;18
Atasehir;MUSTAFA KEMAL;8;28;145;345;6;4;18;40
Atasehir;ORNEK;9;31;181;463;7;4;25;54
Atasehir;YENI CAMLICA;5;24;152;319;3;1;11;28
Atasehir;YENISAHRA;17;51;205;397;10;9;32;64
Atasehir;YENISEHIR;0;1;13;70;0;0;2;5
Avcilar;AMBARLI;26;105;388;634;67;35;191;364
Avcilar;CIHANGIR;37;169;688;1171;87;46;252;496
Avcilar;DENIZKOSKLER;33;138;516;843;74;39;212;409
Avcilar;FIRUZKOY;19;150;676;1005;18;7;61;135
Avcilar;GUMUSPALA;27;115;446;750;63;34;184;353
Avcilar;MERKEZ;17;64;253;471;44;23;124;241
Avcilar;MUSTAFA KEMAL PASA;21;91;416;821;47;25;134;274
Avcilar;TAHTAKALE;5;52;321;658;3;1;26;76
Avcilar;UNIVERSITE;12;64;276;480;19;9;55;113
Avcilar;YESILKENT;36;313;1565;2452;43;20;146;338
Bagcilar;100 YIL;6;22;186;665;7;3;25;61
Bagcilar;Baglar;36;86;315;455;33;19;90;165
Bagcilar;Barbaros;36;74;273;453;50;28;133;242
Bagcilar;Cinar;45;86;360;720;82;45;215;390
Bagcilar;Demirkapi;43;108;509;1013;71;39;192;368
Bagcilar;Evren;54;144;657;1233;70;38;190;367
Bagcilar;Fatih;25;62;334;808;40;21;107;208
Bagcilar;Fevzi Cakmak;27;64;311;673;44;24;118;224
Bagcilar;Goztepe;19;53;287;683;25;15;71;144
Bagcilar;Gunesli;47;114;507;961;71;39;190;358
Bagcilar;Hurriyet;49;99;367;570;65;35;171;307
Bagcilar;Inonu;46;90;326;525;64;38;169;304
Bagcilar;Kazim Karabekir;46;94;360;607;66;38;174;316
Bagcilar;Kemalpasa;20;50;284;682;30;16;81;160
Bagcilar;Kirazli;51;119;501;902;76;42;203;380
Bagcilar;Mahmutbey;47;144;694;1236;39;23;110;209
Bagcilar;Merkez;26;52;221;434;52;28;137;251
Bagcilar;Sancaktepe;23;49;215;419;35;19;92;171
Bagcilar;Yavuz Selim;30;69;298;568;47;26;125;234
Bagcilar;Yenigun;24;43;186;373;54;29;138;250
Bagcilar;Yenimahalle;29;73;332;634;48;26;128;242
Bagcilar;Yildiztepe;67;130;478;783;110;61;289;518
Bahcelievler;Bahcelievler;81;147;488;752;185;99;480;838
Bahcelievler;Cumhuriyet;47;87;362;680;97;53;254;459
Bahcelievler;Cobancesme;62;125;469;751;83;44;217;393
Bahcelievler;Fevzi Cakmak;37;71;276;470;70;36;180;326
Bahcelievler;Hurriyet;56;105;432;757;128;69;335;601
Bahcelievler;KocasInan Merkez;71;151;611;1088;148;83;394;723
Bahcelievler;Siyavuspasa;88;143;521;922;220;117;567;989
Bahcelievler;Soganli;74;126;537;1059;189;101;491;875
Bahcelievler;Sirinevler;105;171;592;945;230;122;592;1028
Bahcelievler;Yenibosna Merkez;74;162;553;796;71;41;193;352
Bahcelievler;Zafer;101;202;827;1466;212;114;558;1015
Bakirkoy;Atakoy 1 Kisim;6;10;24;32;12;6;31;52
Bakirkoy;Atakoy 2-5-6 Kisim;16;27;61;77;68;36;176;295
Bakirkoy;Atakoy 3-4-11 Kisim;18;30;75;89;43;23;110;185
Bakirkoy;Atakoy 7-8-9-10 Kisim;16;38;126;199;63;33;165;291
Bakirkoy;Basinkoy;62;93;200;167;47;35;123;208
Bakirkoy;Cevizlik;39;63;188;271;29;16;74;127
Bakirkoy;Kartaltepe;82;132;393;567;166;89;424;725
Bakirkoy;Osmaniye;44;83;259;349;87;47;225;391
Bakirkoy;Sakizagaci;50;131;176;41;23;104;176;
Bakirkoy;Senlikkoy;110;234;593;488;122;68;324;561
Bakirkoy;Yenimahalle;34;50;132;186;42;23;108;182
Bakirkoy;Yesilkoy;201;310;696;621;161;92;413;695
Bakirkoy;Yesilyurt;25;38;95;99;35;19;91;154
Bakirkoy;Zeytinlik;30;49;152;228;27;15;70;121
Bakirkoy;Zuhuratbaba;65;99;269;390;103;56;263;447
Basaksehir;Altinsehir;10;42;199;374;8;6;28;61
Basaksehir;Bahcesehir 1 Kisim;5;44;278;549;1;0;11;33
Basaksehir;Bahcesehir 2 Kisim;11;57;311;738;16;7;53;115
Basaksehir;Basak;1;8;66;225;1;0;7;24
Basaksehir;Basaksehir;1;3;21;115;1;0;6;18
Basaksehir;Guvercintepe;26;115;573;1173;21;16;80;183
Basaksehir;Kayabasi;4;18;91;261;2;1;9;27
Basaksehir;Sahintepe;29;128;615;1197;11;8;54;125
Basaksehir;Samlar;1;7;36;88;0;0;0;0
Basaksehir;Ziya Gokalp;27;153;787;1523;10;7;39;84
Bayrampasa;Altintepsi;68;135;483;826;60;37;161;291
Bayrampasa;Cevatpasa;18;43;175;384;18;12;51;98
Bayrampasa;Ismet Pasa;50;86;260;442;41;28;108;191
Bayrampasa;Kartaltepe;68;137;483;1025;67;45;180;331
Bayrampasa;Kocatepe;26;55;233;468;30;17;82;154
Bayrampasa;Muratpasa;116;202;589;1008;93;63;245;435
Bayrampasa;OrtamAhalle;57;107;334;533;40;27;106;189
Bayrampasa;Terazidere;52;98;309;530;34;24;93;167
Bayrampasa;Vatan;36;72;229;366;22;16;60;108
Bayrampasa;Yenidogangokalp;57;104;345;582;46;29;122;217
Bayrampasa;Yildirim;66;143;619;1251;69;42;186;348
Besiktas;Abbasaga;2;6;31;111;1;1;4;9
Besiktas;Akat;3;11;73;220;1;1;5;14
Besiktas;Arnavutkoy;1;7;52;164;0;0;0;4
Besiktas;Balmumcu;1;3;24;67;0;0;1;3
Besiktas;Bebek;2;6;46;143;0;0;2;5
Besiktas;Cihannuma;3;7;35;110;2;1;5;10
Besiktas;Dikilitas;2;4;25;135;2;1;7;16
Besiktas;Etiler;1;4;44;137;0;0;2;8
Besiktas;Gayrettepe;1;3;17;93;1;0;6;13
Besiktas;Konaklar;1;4;28;106;0;0;4;10
Besiktas;Kurucesme;1;6;38;116;0;0;0;3
Besiktas;Kultur;0;2;17;65;0;0;1;2
Besiktas;Levazim;0;1;7;40;0;0;1;4
Besiktas;Levent;2;8;95;248;0;0;1;4
Besiktas;Mecidiye;11;32;127;293;6;4;17;38
Besiktas;Muradiye;1;2;12;66;1;0;3;6
Besiktas;Nisbetiye;1;2;21;103;0;0;2;7
Besiktas;Ortakoy;7;20;96;239;2;2;9;20
Besiktas;Sinanpasa;8;18;71;169;4;2;10;18
Besiktas;Turkali;6;14;62;190;4;2;10;21
Besiktas;Ulus;1;3;23;88;0;0;1;5
Besiktas;Visnezade;5;13;54;170;1;0;4;11
Besiktas;Yildiz;4;11;55;168;1;0;4;9
Beylikduzu;Adnan Kahveci;27;83;292;624;106;56;285;523
Beylikduzu;Baris;12;39;126;306;84;44;222;394
Beylikduzu;Buyuksehir;3;10;30;89;25;13;65;115
Beylikduzu;Cumhuriyet;6;14;40;140;36;19;95;168
Beylikduzu;Dereagzi;66;203;594;619;24;10;80;159
Beylikduzu;Gurpinar;39;126;397;450;37;20;104;191
Beylikduzu;Kavakli;40;117;369;524;50;27;147;271
Beylikduzu;Marmara;25;80;241;343;56;28;152;271
Beylikduzu;Sahil;25;65;171;161;12;6;37;67
Beylikduzu;Yakuplu;78;213;744;1075;97;53;269;496
Buyukcekmece;19 Mayis;13;36;139;208;13;7;35;67
Buyukcekmece;Ahmediye;5;16;60;84;1;0;3;7
Buyukcekmece;Alkent 2000;12;57;255;386;1;0;6;12
Buyukcekmece;Ataturk;24;75;293;410;28;14;76;145
Buyukcekmece;Bahcelievler;24;111;449;550;0;0;7;23
Buyukcekmece;Celaliye;7;66;358;608;0;0;4;17
Buyukcekmece;Cumhuriyet;11;48;189;261;9;4;31;62
Buyukcekmece;Cakmakli;9;27;96;139;7;5;22;41
Buyukcekmece;Dizdariye;22;43;137;185;20;12;53;95
Buyukcekmece;Ekinoba;8;29;115;183;14;7;40;77
Buyukcekmece;Fatih;29;80;306;422;31;16;88;166
Buyukcekmece;Guzelce;41;174;635;734;6;2;30;65
Buyukcekmece;Hurriyet;28;92;375;535;22;14;68;139
Buyukcekmece;Kamiloba;6;56;313;541;0;0;1;7
Buyukcekmece;Karaagac;5;39;219;416;0;0;0;0
Buyukcekmece;Kumburgaz;20;81;328;444;3;1;17;39
Buyukcekmece;Mimar Sinan Merkez;42;98;324;412;21;13;61;109
Buyukcekmece;Mimaroba;10;35;143;265;22;12;63;117
Buyukcekmece;Murat Cesme;15;61;246;351;15;7;49;98
Buyukcekmece;Pinartepe;22;85;326;465;25;11;75;148
Buyukcekmece;Sinanoba;20;78;273;349;22;11;62;116
Buyukcekmece;Turkoba;23;115;521;740;3;2;17;55
Buyukcekmece;Ulus;33;93;361;472;25;16;71;135
Buyukcekmece;Yenimahalle;10;40;161;207;0;0;6;14
Beykoz;Acarlar;1;8;89;295;0;0;0;0
Beykoz;Akbaba;0;2;18;66;0;0;0;0
Beykoz;Alibahadir;1;2;14;40;0;0;0;0
Beykoz;Anadolu Hisari;3;10;67;145;0;0;2;5
Beykoz;Anadolu Kavagi;1;3;16;49;0;0;0;1
Beykoz;Anadolufeneri;0;2;15;48;0;0;0;0
Beykoz;Baklaci;1;8;64;171;0;0;0;0
Beykoz;Bozhane;1;3;13;36;0;0;0;0
Beykoz;Cumhuriyet;1;5;28;84;0;0;0;1
Beykoz;CamlBahce;10;22;122;224;4;3;14;27
Beykoz;Cengeldere;1;7;58;172;0;0;0;0
Beykoz;Ciftlik;1;7;61;172;0;0;0;0
Beykoz;Cigdem;0;3;17;44;0;0;0;5
Beykoz;Cubuklu;9;34;185;495;3;3;13;33
Beykoz;Dereseki;0;2;19;66;0;0;0;0
Beykoz;Elmali;1;4;34;106;0;0;0;0
Beykoz;Fatih;0;4;31;91;0;0;0;1
Beykoz;Goksu;5;15;80;149;1;0;6;13
Beykoz;Gollu;0;1;7;19;0;0;0;0
Beykoz;Gorele;2;5;42;91;0;0;0;0
Beykoz;Goztepe;4;15;90;209;1;0;5;12
Beykoz;Gumussuyu;9;34;176;469;1;1;8;21
Beykoz;Incir koyu;5;20;149;416;1;1;15;15
Beykoz;Ishakli;1;4;26;78;0;0;0;0
Beykoz;Kanlica;1;5;42;119;0;0;0;3
Beykoz;Kavacik;7;23;134;381;2;1;13;31
Beykoz;KaynArca;0;1;8;25;0;0;0;0
Beykoz;Kilicli;0;1;11;36;0;0;0;0
Beykoz;MahmutsevkEtpasa;1;5;31;93;0;0;0;0
Beykoz;Merkez;0;2;33;122;0;0;0;1
Beykoz;Ortacesme;4;13;83;202;2;1;5;11
Beykoz;Ongumce;1;3;18;49;0;0;0;0
Beykoz;Ornekkoy;1;5;38;120;0;0;0;0
Beykoz;Pasabahce;4;11;72;143;1;0;4;9
Beykoz;Pasamandira;2;6;26;71;0;0;0;1
Beykoz;Polonezkoy;2;6;32;77;0;0;0;0
Beykoz;Poyrazkoy;1;4;16;43;0;0;0;0
Beykoz;Riva;0;3;37;134;0;0;0;0
Beykoz;RuzgarLibahce;4;20;86;248;1;1;6;15
Beykoz;Soguksu;0;3;41;150;0;0;0;2
Beykoz;Tokatkoy;7;23;137;339;3;2;9;19
Beykoz;Yalikoy;7;18;83;190;2;2;7;15
Beykoz;Yavuz Selim;1;8;73;209;0;0;2;7
Beykoz;Yeni Mahalle;13;55;290;679;3;1;15;43
Beykoz;Zerzavatci;0;2;12;36;0;0;0;0
Beyoglu;Arap Cami;17;29;86;157;0;0;1;2
Beyoglu;Asmalimescit;2;4;21;82;0;0;1;3
Beyoglu;Bedrettin;3;7;26;63;1;0;2;5
Beyoglu;Bereketzade;4;9;35;89;0;0;1;1
Beyoglu;Bostan;11;23;76;142;7;6;20;37
Beyoglu;Bulbul;4;14;64;172;1;1;4;9
